State Name,county Name,State Code,County Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
California,Los Angeles,6,37,19-06-1993,229,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,20-06-1993,217,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,21-06-1993,115,Unhealthy for Sensitive Groups,Ozone,06-037-0016,15
California,Los Angeles,6,37,22-06-1993,177,Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,23-06-1993,248,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,24-06-1993,232,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,25-06-1993,268,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,26-06-1993,274,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,27-06-1993,259,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,28-06-1993,212,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,29-06-1993,214,Very Unhealthy,Ozone,06-037-6002,15
California,Los Angeles,6,37,30-06-1993,249,Very Unhealthy,Ozone,06-037-6002,15
California,Los Angeles,6,37,01-07-1993,232,Very Unhealthy,Ozone,06-037-6002,15
California,Los Angeles,6,37,02-07-1993,222,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,03-07-1993,200,Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,04-07-1993,115,Unhealthy for Sensitive Groups,Ozone,06-037-9002,15
California,Los Angeles,6,37,05-07-1993,151,Unhealthy,Ozone,06-037-9002,14
California,Los Angeles,6,37,06-07-1993,203,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,07-07-1993,208,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,08-07-1993,205,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,09-07-1993,200,Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,10-07-1993,219,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,11-07-1993,228,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,12-07-1993,154,Unhealthy,Ozone,06-037-9002,15
California,Los Angeles,6,37,13-07-1993,90,Moderate,Ozone,06-037-9002,15
California,Los Angeles,6,37,14-07-1993,143,Unhealthy for Sensitive Groups,Ozone,06-037-0016,15
California,Los Angeles,6,37,15-07-1993,203,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,16-07-1993,179,Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,17-07-1993,218,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,18-07-1993,234,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,19-07-1993,203,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,20-07-1993,169,Unhealthy,Ozone,06-037-6002,15
California,Los Angeles,6,37,21-07-1993,101,Unhealthy for Sensitive Groups,Ozone,06-037-6002,15
California,Los Angeles,6,37,22-07-1993,203,Very Unhealthy,Ozone,06-037-6002,15
California,Los Angeles,6,37,23-07-1993,156,Unhealthy,Ozone,06-037-9002,15
California,Los Angeles,6,37,24-07-1993,133,Unhealthy for Sensitive Groups,Ozone,06-037-9002,15
California,Los Angeles,6,37,25-07-1993,105,Unhealthy for Sensitive Groups,Ozone,06-037-0016,14
California,Los Angeles,6,37,26-07-1993,100,Moderate,Ozone,06-037-9002,15
California,Los Angeles,6,37,27-07-1993,136,Unhealthy for Sensitive Groups,Ozone,06-037-0016,15
California,Los Angeles,6,37,28-07-1993,100,Moderate,Ozone,06-037-6002,15
California,Los Angeles,6,37,29-07-1993,179,Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,30-07-1993,232,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,31-07-1993,244,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,01-08-1993,284,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,02-08-1993,229,Very Unhealthy,Ozone,06-037-6002,15
California,Los Angeles,6,37,03-08-1993,217,Very Unhealthy,Ozone,06-037-6002,15
California,Los Angeles,6,37,04-08-1993,221,Very Unhealthy,Ozone,06-037-6002,15
California,Los Angeles,6,37,05-08-1993,264,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,06-08-1993,240,Very Unhealthy,Ozone,06-037-6002,15
California,Los Angeles,6,37,07-08-1993,207,Very Unhealthy,Ozone,06-037-6002,15
California,Los Angeles,6,37,08-08-1993,143,Unhealthy for Sensitive Groups,Ozone,06-037-0016,15
California,Los Angeles,6,37,09-08-1993,182,Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,10-08-1993,179,Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,11-08-1993,195,Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,12-08-1993,115,Unhealthy for Sensitive Groups,Ozone,06-037-9002,15
California,Los Angeles,6,37,13-08-1993,105,Unhealthy for Sensitive Groups,Ozone,06-037-9002,15
California,Los Angeles,6,37,14-08-1993,140,Unhealthy for Sensitive Groups,Ozone,06-037-9002,15
California,Los Angeles,6,37,15-08-1993,143,Unhealthy for Sensitive Groups,Ozone,06-037-0016,15
California,Los Angeles,6,37,16-08-1993,182,Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,17-08-1993,187,Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,18-08-1993,210,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,19-08-1993,224,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,20-08-1993,219,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,21-08-1993,221,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,22-08-1993,244,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,23-08-1993,218,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,24-08-1993,239,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,25-08-1993,207,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,26-08-1993,140,Unhealthy for Sensitive Groups,Ozone,06-037-0016,15
California,Los Angeles,6,37,27-08-1993,115,Unhealthy for Sensitive Groups,Ozone,06-037-0016,15
California,Los Angeles,6,37,28-08-1993,218,Very Unhealthy,Ozone,06-037-6002,15
California,Los Angeles,6,37,29-08-1993,154,Unhealthy,Ozone,06-037-6002,15
California,Los Angeles,6,37,30-08-1993,166,Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,31-08-1993,126,Unhealthy for Sensitive Groups,Ozone,06-037-0016,15
California,Los Angeles,6,37,01-09-1993,216,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,02-09-1993,235,Very Unhealthy,Ozone,06-037-6002,15
California,Los Angeles,6,37,03-09-1993,221,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,04-09-1993,226,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,05-09-1993,182,Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,06-09-1993,208,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,07-09-1993,156,Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,08-09-1993,223,Very Unhealthy,Ozone,06-037-2005,15
California,Los Angeles,6,37,09-09-1993,259,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,10-09-1993,259,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,11-09-1993,274,Very Unhealthy,Ozone,06-037-6002,15
California,Los Angeles,6,37,12-09-1993,164,Unhealthy,Ozone,06-037-9002,15
California,Los Angeles,6,37,13-09-1993,57,Moderate,NO2,06-037-5001,15
California,Los Angeles,6,37,14-09-1993,108,Unhealthy for Sensitive Groups,Ozone,06-037-9002,15
California,Los Angeles,6,37,15-09-1993,77,Moderate,Ozone,06-037-9002,14
California,Los Angeles,6,37,16-09-1993,51,Moderate,PM10,06-037-9002,14
California,Los Angeles,6,37,17-09-1993,47,Good,NO2,06-037-1701,15
California,Los Angeles,6,37,18-09-1993,108,Unhealthy for Sensitive Groups,Ozone,06-037-0016,15
California,Los Angeles,6,37,19-09-1993,210,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,20-09-1993,151,Unhealthy,Ozone,06-037-9002,15
California,Los Angeles,6,37,21-09-1993,119,Unhealthy for Sensitive Groups,Ozone,06-037-9002,15
California,Los Angeles,6,37,22-09-1993,143,Unhealthy for Sensitive Groups,Ozone,06-037-0016,15
California,Los Angeles,6,37,23-09-1993,214,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,24-09-1993,218,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,25-09-1993,206,Very Unhealthy,Ozone,06-037-2005,15
California,Los Angeles,6,37,26-09-1993,210,Very Unhealthy,Ozone,06-037-2401,15
California,Los Angeles,6,37,27-09-1993,179,Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,28-09-1993,202,Very Unhealthy,Ozone,06-037-1601,15
California,Los Angeles,6,37,29-09-1993,154,Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,30-09-1993,114,Unhealthy for Sensitive Groups,NO2,06-037-4002,15
California,Los Angeles,6,37,01-10-1993,166,Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,02-10-1993,240,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,03-10-1993,239,Very Unhealthy,Ozone,06-037-0016,15
California,Los Angeles,6,37,04-10-1993,101,Unhealthy for Sensitive Groups,Ozone,06-037-9002,15
California,Los Angeles,6,37,05-10-1993,57,Moderate,NO2,06-037-1002,15
California,Los Angeles,6,37,06-10-1993,68,Moderate,NO2,06-037-6002,15
California,Los Angeles,6,37,07-10-1993,68,Moderate,NO2,06-037-1701,15
California,Los Angeles,6,37,08-10-1993,101,Unhealthy for Sensitive Groups,Ozone,06-037-1201,15
California,Los Angeles,6,37,09-10-1993,140,Unhealthy for Sensitive Groups,Ozone,06-037-6002,15
California,Los Angeles,6,37,10-10-1993,190,Unhealthy,Ozone,06-037-6002,15
California,Los Angeles,6,37,11-10-1993,68,Moderate,NO2,06-037-0002,15
California,Los Angeles,6,37,12-10-1993,77,Moderate,Ozone,06-037-0016,15
California,Los Angeles,6,37,13-10-1993,100,Moderate,NO2,06-037-1701,15
California,Los Angeles,6,37,14-10-1993,89,Moderate,NO2,06-037-1002,15
California,Los Angeles,6,37,15-10-1993,47,Good,NO2,06-037-6002,15
California,Los Angeles,6,37,16-10-1993,38,Good,NO2,06-037-2401,15
California,Los Angeles,6,37,17-10-1993,38,Good,NO2,06-037-6002,15
California,Los Angeles,6,37,18-10-1993,68,Moderate,NO2,06-037-0002,15
California,Los Angeles,6,37,19-10-1993,103,Unhealthy for Sensitive Groups,NO2,06-037-0113,15
California,Los Angeles,6,37,20-10-1993,106,Unhealthy for Sensitive Groups,NO2,06-037-1701,15
California,Los Angeles,6,37,21-10-1993,114,Unhealthy for Sensitive Groups,NO2,06-037-1701,15
California,Los Angeles,6,37,22-10-1993,120,Unhealthy for Sensitive Groups,NO2,06-037-4002,15
California,Los Angeles,6,37,23-10-1993,112,Unhealthy for Sensitive Groups,NO2,06-037-4002,15
California,Los Angeles,6,37,24-10-1993,136,Unhealthy for Sensitive Groups,Ozone,06-037-0016,15
California,Los Angeles,6,37,25-10-1993,112,Unhealthy for Sensitive Groups,NO2,06-037-0002,15
California,Los Angeles,6,37,26-10-1993,124,Unhealthy for Sensitive Groups,NO2,06-037-1601,15
California,Los Angeles,6,37,27-10-1993,100,Moderate,NO2,06-037-5001,15
California,Los Angeles,6,37,28-10-1993,112,Unhealthy for Sensitive Groups,NO2,06-037-5001,15
California,Los Angeles,6,37,29-10-1993,105,Unhealthy for Sensitive Groups,NO2,06-037-1701,15
California,Los Angeles,6,37,30-10-1993,103,Unhealthy for Sensitive Groups,NO2,06-037-1701,15
California,Los Angeles,6,37,31-10-1993,103,Unhealthy for Sensitive Groups,NO2,06-037-1601,15
California,Los Angeles,6,37,01-11-1993,108,Unhealthy for Sensitive Groups,NO2,06-037-1701,15
California,Los Angeles,6,37,02-11-1993,143,Unhealthy for Sensitive Groups,CO,06-037-1301,15
California,Los Angeles,6,37,03-11-1993,159,Unhealthy,CO,06-037-1301,15
California,Los Angeles,6,37,04-11-1993,106,Unhealthy for Sensitive Groups,CO,06-037-1301,15
California,Los Angeles,6,37,05-11-1993,105,Unhealthy for Sensitive Groups,NO2,06-037-1601,15
California,Los Angeles,6,37,06-11-1993,110,Unhealthy for Sensitive Groups,NO2,06-037-1701,15
California,Los Angeles,6,37,07-11-1993,122,Unhealthy for Sensitive Groups,Ozone,06-037-5001,15
California,Los Angeles,6,37,08-11-1993,108,Unhealthy for Sensitive Groups,Ozone,06-037-0016,15
California,Los Angeles,6,37,09-11-1993,120,Unhealthy for Sensitive Groups,NO2,06-037-1701,15
California,Los Angeles,6,37,10-11-1993,103,Unhealthy for Sensitive Groups,NO2,06-037-1701,15
California,Los Angeles,6,37,11-11-1993,47,Good,NO2,06-037-2401,15
California,Los Angeles,6,37,12-11-1993,47,Good,NO2,06-037-2401,15
California,Los Angeles,6,37,13-11-1993,57,Moderate,NO2,06-037-5001,15
California,Los Angeles,6,37,14-11-1993,57,Moderate,NO2,06-037-5001,15
California,Los Angeles,6,37,15-11-1993,75,Moderate,CO,06-037-1301,15
California,Los Angeles,6,37,16-11-1993,100,Moderate,NO2,06-037-4002,15
California,Los Angeles,6,37,17-11-1993,105,Unhealthy for Sensitive Groups,NO2,06-037-0002,15
California,Los Angeles,6,37,18-11-1993,110,Unhealthy for Sensitive Groups,NO2,06-037-1601,15
California,Los Angeles,6,37,19-11-1993,126,Unhealthy for Sensitive Groups,CO,06-037-1301,15
California,Los Angeles,6,37,20-11-1993,128,Unhealthy for Sensitive Groups,CO,06-037-1301,15
California,Los Angeles,6,37,21-11-1993,100,Moderate,NO2,06-037-1701,15
California,Los Angeles,6,37,22-11-1993,105,Unhealthy for Sensitive Groups,NO2,06-037-4002,15
California,Los Angeles,6,37,23-11-1993,57,Moderate,NO2,06-037-1701,15
California,Los Angeles,6,37,24-11-1993,89,Moderate,NO2,06-037-1601,15
California,Los Angeles,6,37,25-11-1993,79,Moderate,NO2,06-037-1601,15
California,Los Angeles,6,37,26-11-1993,79,Moderate,NO2,06-037-1601,15
California,Los Angeles,6,37,27-11-1993,70,Moderate,CO,06-037-1301,15
California,Los Angeles,6,37,28-11-1993,89,Moderate,NO2,06-037-1601,15
California,Los Angeles,6,37,29-11-1993,103,Unhealthy for Sensitive Groups,NO2,06-037-1601,15
California,Los Angeles,6,37,30-11-1993,68,Moderate,NO2,06-037-1601,15
California,Los Angeles,6,37,01-12-1993,100,Moderate,NO2,06-037-1601,15
California,Los Angeles,6,37,02-12-1993,165,Unhealthy,CO,06-037-1301,15
California,Los Angeles,6,37,03-12-1993,186,Unhealthy,CO,06-037-1301,15
California,Los Angeles,6,37,04-12-1993,145,Unhealthy for Sensitive Groups,CO,06-037-1301,15
California,Los Angeles,6,37,05-12-1993,153,Unhealthy,CO,06-037-1301,15
California,Los Angeles,6,37,06-12-1993,100,Moderate,NO2,06-037-0002,15
California,Los Angeles,6,37,07-12-1993,103,Unhealthy for Sensitive Groups,NO2,06-037-4002,15
California,Los Angeles,6,37,08-12-1993,108,Unhealthy for Sensitive Groups,NO2,06-037-1601,15
California,Los Angeles,6,37,09-12-1993,100,Moderate,NO2,06-037-6002,15
California,Los Angeles,6,37,10-12-1993,112,Unhealthy for Sensitive Groups,NO2,06-037-0016,15
California,Los Angeles,6,37,11-12-1993,82,Moderate,CO,06-037-1201,15
California,Los Angeles,6,37,12-12-1993,82,Moderate,CO,06-037-1301,15
California,Los Angeles,6,37,13-12-1993,100,Moderate,NO2,06-037-1601,15
California,Los Angeles,6,37,14-12-1993,100,Moderate,NO2,06-037-5001,15
California,Los Angeles,6,37,15-12-1993,79,Moderate,NO2,06-037-4002,15
California,Los Angeles,6,37,16-12-1993,80,Moderate,CO,06-037-1301,15
California,Los Angeles,6,37,17-12-1993,79,Moderate,CO,06-037-1301,15
California,Los Angeles,6,37,18-12-1993,81,Moderate,CO,06-037-1201,15
California,Los Angeles,6,37,19-12-1993,75,Moderate,CO,06-037-1301,15
California,Los Angeles,6,37,20-12-1993,79,Moderate,CO,06-037-1301,15
California,Los Angeles,6,37,21-12-1993,106,Unhealthy for Sensitive Groups,CO,06-037-1301,15
California,Los Angeles,6,37,22-12-1993,135,Unhealthy for Sensitive Groups,CO,06-037-1301,15
California,Los Angeles,6,37,23-12-1993,108,Unhealthy for Sensitive Groups,NO2,06-037-5001,15
California,Los Angeles,6,37,24-12-1993,158,Unhealthy,CO,06-037-1301,15
California,Los Angeles,6,37,25-12-1993,173,Unhealthy,CO,06-037-1301,15
California,Los Angeles,6,37,26-12-1993,82,Moderate,CO,06-037-1301,15
California,Los Angeles,6,37,27-12-1993,103,Unhealthy for Sensitive Groups,NO2,06-037-5001,15
California,Los Angeles,6,37,28-12-1993,103,Unhealthy for Sensitive Groups,NO2,06-037-2401,15
California,Los Angeles,6,37,29-12-1993,136,Unhealthy for Sensitive Groups,CO,06-037-1301,15
California,Los Angeles,6,37,30-12-1993,143,Unhealthy for Sensitive Groups,CO,06-037-1301,15
California,Los Angeles,6,37,31-12-1993,135,Unhealthy for Sensitive Groups,CO,06-037-1301,15
California,Los Angeles,6,37,01-01-1994,204,Very Unhealthy,CO,06-037-1301,14
California,Los Angeles,6,37,02-01-1994,159,Unhealthy,CO,06-037-1301,14
California,Los Angeles,6,37,03-01-1994,109,Unhealthy for Sensitive Groups,NO2,06-037-4002,14
California,Los Angeles,6,37,04-01-1994,180,Unhealthy,CO,06-037-1301,14
California,Los Angeles,6,37,05-01-1994,123,Unhealthy for Sensitive Groups,CO,06-037-1002,14
California,Los Angeles,6,37,06-01-1994,102,Unhealthy for Sensitive Groups,NO2,06-037-5001,14
California,Los Angeles,6,37,07-01-1994,82,Moderate,CO,06-037-1301,14
California,Los Angeles,6,37,08-01-1994,74,Moderate,NO2,06-037-1701,14
California,Los Angeles,6,37,09-01-1994,74,Moderate,NO2,06-037-1701,14
California,Los Angeles,6,37,10-01-1994,104,Unhealthy for Sensitive Groups,NO2,06-037-5001,14
California,Los Angeles,6,37,11-01-1994,86,Moderate,NO2,06-037-1002,14
California,Los Angeles,6,37,12-01-1994,128,Unhealthy for Sensitive Groups,CO,06-037-5001,14
California,Los Angeles,6,37,13-01-1994,198,Unhealthy,CO,06-037-1301,14
California,Los Angeles,6,37,14-01-1994,205,Very Unhealthy,CO,06-037-1301,14
California,Los Angeles,6,37,15-01-1994,116,Unhealthy for Sensitive Groups,CO,06-037-1301,14
California,Los Angeles,6,37,16-01-1994,112,Unhealthy for Sensitive Groups,NO2,06-037-1103,14
California,Los Angeles,6,37,17-01-1994,148,Unhealthy for Sensitive Groups,CO,06-037-1301,14
California,Los Angeles,6,37,18-01-1994,120,Unhealthy for Sensitive Groups,NO2,06-037-4002,14
California,Los Angeles,6,37,19-01-1994,116,Unhealthy for Sensitive Groups,NO2,06-037-1103,14
California,Los Angeles,6,37,20-01-1994,121,Unhealthy for Sensitive Groups,NO2,06-037-1103,14
California,Los Angeles,6,37,21-01-1994,129,Unhealthy for Sensitive Groups,NO2,06-037-1601,14
California,Los Angeles,6,37,22-01-1994,173,Unhealthy,CO,06-037-1301,14
California,Los Angeles,6,37,23-01-1994,89,Moderate,NO2,06-037-1701,14
California,Los Angeles,6,37,24-01-1994,52,Moderate,NO2,06-037-5001,14
California,Los Angeles,6,37,25-01-1994,53,Moderate,NO2,06-037-1301,14
California,Los Angeles,6,37,26-01-1994,58,Moderate,NO2,06-037-1701,14
California,Los Angeles,6,37,27-01-1994,62,Moderate,CO,06-037-1301,14
California,Los Angeles,6,37,28-01-1994,84,Moderate,NO2,06-037-1301,14
California,Los Angeles,6,37,29-01-1994,85,Moderate,NO2,06-037-1301,14
California,Los Angeles,6,37,30-01-1994,87,Moderate,CO,06-037-1301,14
California,Los Angeles,6,37,31-01-1994,69,Moderate,CO,06-037-5001,14
California,Los Angeles,6,37,01-02-1994,89,Moderate,NO2,06-037-1301,14
California,Los Angeles,6,37,02-02-1994,72,Moderate,NO2,06-037-2005,14
California,Los Angeles,6,37,03-02-1994,102,Unhealthy for Sensitive Groups,NO2,06-037-1301,14
California,Los Angeles,6,37,04-02-1994,48,Good,NO2,06-037-6002,14
California,Los Angeles,6,37,05-02-1994,55,Moderate,CO,06-037-1301,14
California,Los Angeles,6,37,06-02-1994,63,Moderate,CO,06-037-1301,14
California,Los Angeles,6,37,07-02-1994,42,Good,NO2,06-037-5001,14
California,Los Angeles,6,37,08-02-1994,51,Moderate,CO,06-037-1301,14
California,Los Angeles,6,37,09-02-1994,73,Moderate,NO2,06-037-6002,14
California,Los Angeles,6,37,10-02-1994,95,Moderate,NO2,06-037-1301,14
California,Los Angeles,6,37,11-02-1994,63,Moderate,CO,06-037-1301,14
California,Los Angeles,6,37,12-02-1994,96,Moderate,CO,06-037-1301,14
California,Los Angeles,6,37,13-02-1994,99,Moderate,CO,06-037-1301,14
California,Los Angeles,6,37,14-02-1994,104,Unhealthy for Sensitive Groups,NO2,06-037-1601,14
California,Los Angeles,6,37,15-02-1994,115,Unhealthy for Sensitive Groups,NO2,06-037-1601,14
California,Los Angeles,6,37,16-02-1994,112,Unhealthy for Sensitive Groups,NO2,06-037-0113,14
California,Los Angeles,6,37,17-02-1994,70,Moderate,NO2,06-037-0002,14
California,Los Angeles,6,37,18-02-1994,55,Moderate,NO2,06-037-1601,14
California,Los Angeles,6,37,19-02-1994,42,Good,NO2,06-037-5001,14
California,Los Angeles,6,37,20-02-1994,44,Good,NO2,06-037-1701,14
California,Los Angeles,6,37,21-02-1994,52,Moderate,CO,06-037-6002,14
California,Los Angeles,6,37,22-02-1994,66,Moderate,NO2,06-037-1701,14
California,Los Angeles,6,37,23-02-1994,89,Moderate,NO2,06-037-1301,14
California,Los Angeles,6,37,24-02-1994,106,Unhealthy for Sensitive Groups,NO2,06-037-0002,14
California,Los Angeles,6,37,25-02-1994,110,Unhealthy for Sensitive Groups,NO2,06-037-0113,14
California,Los Angeles,6,37,26-02-1994,87,Moderate,Ozone,06-037-9002,14
California,Los Angeles,6,37,27-02-1994,68,Moderate,NO2,06-037-0002,14
California,Los Angeles,6,37,28-02-1994,83,Moderate,NO2,06-037-1301,14
California,Los Angeles,6,37,01-03-1994,102,Unhealthy for Sensitive Groups,NO2,06-037-5001,14
California,Los Angeles,6,37,02-03-1994,104,Unhealthy for Sensitive Groups,NO2,06-037-5001,14
California,Los Angeles,6,37,03-03-1994,110,Unhealthy for Sensitive Groups,NO2,06-037-1002,14
California,Los Angeles,6,37,04-03-1994,103,Unhealthy for Sensitive Groups,NO2,06-037-1002,14
California,Los Angeles,6,37,05-03-1994,61,Moderate,NO2,06-037-1301,14
California,Los Angeles,6,37,06-03-1994,50,Good,NO2,06-037-1301,14
California,Los Angeles,6,37,07-03-1994,58,Moderate,NO2,06-037-1002,14
California,Los Angeles,6,37,08-03-1994,58,Moderate,NO2,06-037-1301,14
California,Los Angeles,6,37,09-03-1994,74,Moderate,NO2,06-037-1701,14
California,Los Angeles,6,37,10-03-1994,80,Moderate,NO2,06-037-0016,14
California,Los Angeles,6,37,11-03-1994,57,Moderate,NO2,06-037-5001,14
California,Los Angeles,6,37,12-03-1994,70,Moderate,NO2,06-037-2005,14
California,Los Angeles,6,37,13-03-1994,89,Moderate,NO2,06-037-1301,14
California,Los Angeles,6,37,14-03-1994,107,Unhealthy for Sensitive Groups,NO2,06-037-1301,14
California,Los Angeles,6,37,15-03-1994,98,Moderate,NO2,06-037-1301,14
California,Los Angeles,6,37,16-03-1994,102,Unhealthy for Sensitive Groups,NO2,06-037-0002,14
California,Los Angeles,6,37,17-03-1994,102,Unhealthy for Sensitive Groups,NO2,06-037-1601,14
California,Los Angeles,6,37,18-03-1994,76,Moderate,NO2,06-037-6002,14
California,Los Angeles,6,37,19-03-1994,41,Good,NO2,06-037-1701,14
California,Los Angeles,6,37,20-03-1994,52,Moderate,NO2,06-037-1301,14
California,Los Angeles,6,37,21-03-1994,71,Moderate,NO2,06-037-1301,14
California,Los Angeles,6,37,22-03-1994,49,Good,NO2,06-037-1301,14
California,Los Angeles,6,37,23-03-1994,62,Moderate,NO2,06-037-1301,14
California,Los Angeles,6,37,24-03-1994,49,Good,NO2,06-037-1201,14
California,Los Angeles,6,37,25-03-1994,51,Moderate,NO2,06-037-1301,14
California,Los Angeles,6,37,26-03-1994,58,Moderate,NO2,06-037-1301,14
California,Los Angeles,6,37,27-03-1994,112,Unhealthy for Sensitive Groups,Ozone,06-037-1201,14
California,Los Angeles,6,37,28-03-1994,104,Unhealthy for Sensitive Groups,NO2,06-037-1701,14
California,Los Angeles,6,37,29-03-1994,115,Unhealthy for Sensitive Groups,Ozone,06-037-0016,14
California,Los Angeles,6,37,30-03-1994,115,Unhealthy for Sensitive Groups,Ozone,06-037-1201,14
California,Los Angeles,6,37,31-03-1994,164,Unhealthy,Ozone,06-037-0016,14
California,Los Angeles,6,37,01-04-1994,151,Unhealthy,Ozone,06-037-0113,14
California,Los Angeles,6,37,02-04-1994,213,Very Unhealthy,Ozone,06-037-0016,14
California,Los Angeles,6,37,03-04-1994,154,Unhealthy,Ozone,06-037-0016,14
California,Los Angeles,6,37,04-04-1994,90,Moderate,Ozone,06-037-0016,14
California,Los Angeles,6,37,05-04-1994,80,Moderate,NO2,06-037-1301,14
California,Los Angeles,6,37,06-04-1994,68,Moderate,NO2,06-037-1201,14
California,Los Angeles,6,37,07-04-1994,51,Moderate,NO2,06-037-1002,14
California,Los Angeles,6,37,08-04-1994,42,Good,Ozone,06-037-1201,14
California,Los Angeles,6,37,09-04-1994,46,Good,NO2,06-037-1301,14
California,Los Angeles,6,37,10-04-1994,80,Moderate,Ozone,06-037-0016,14
California,Los Angeles,6,37,11-04-1994,81,Moderate,NO2,06-037-1002,14
California,Los Angeles,6,37,12-04-1994,103,Unhealthy for Sensitive Groups,NO2,06-037-4002,14
California,Los Angeles,6,37,13-04-1994,102,Unhealthy for Sensitive Groups,NO2,06-037-1002,14
California,Los Angeles,6,37,14-04-1994,64,Moderate,Ozone,06-037-9002,14
California,Los Angeles,6,37,15-04-1994,136,Unhealthy for Sensitive Groups,Ozone,06-037-1201,14
California,Los Angeles,6,37,16-04-1994,172,Unhealthy,Ozone,06-037-1201,14
California,Los Angeles,6,37,17-04-1994,212,Very Unhealthy,Ozone,06-037-0016,14
California,Los Angeles,6,37,18-04-1994,197,Unhealthy,Ozone,06-037-1201,14
California,Los Angeles,6,37,19-04-1994,161,Unhealthy,Ozone,06-037-1201,14
California,Los Angeles,6,37,20-04-1994,154,Unhealthy,Ozone,06-037-6002,14
California,Los Angeles,6,37,21-04-1994,150,Unhealthy for Sensitive Groups,Ozone,06-037-6002,14
California,Los Angeles,6,37,22-04-1994,71,Moderate,Ozone,06-037-6002,14
California,Los Angeles,6,37,23-04-1994,52,Moderate,NO2,06-037-6002,14
California,Los Angeles,6,37,24-04-1994,48,Good,NO2,06-037-1301,14
California,Los Angeles,6,37,25-04-1994,46,Good,NO2,06-037-1002,14
California,Los Angeles,6,37,26-04-1994,55,Moderate,NO2,06-037-1301,14
California,Los Angeles,6,37,27-04-1994,53,Moderate,NO2,06-037-1301,14
